chemin, classe, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
data.jfreechart-master.src.main.java.org.jfree.chart.axis,DateTickUnit.java,317,177,0.5583596214511041,29,0.019253780050038072
data.jfreechart-master.src.main.java.org.jfree.chart.axis,DateTickUnitType.java,74,56,0.7567567567567568,1,0.7567567567567568
data.jfreechart-master.src.main.java.org.jfree.chart.axis,ExtendedCategoryAxis.java,230,124,0.5391304347826087,15,0.035942028985507246
data.jfreechart-master.src.main.java.org.jfree.chart.axis,LogarithmicAxis.java,951,456,0.4794952681388013,120,0.003995793901156677
data.jfreechart-master.src.main.java.org.jfree.chart.axis,LogAxis.java,965,403,0.41761658031088084,75,0.005568221070811744
data.jfreechart-master.src.main.java.org.jfree.chart.axis,LogTick.java,72,58,0.8055555555555556,1,0.8055555555555556
data.jfreechart-master.src.main.java.org.jfree.chart.axis,MarkerAxisBand.java,242,109,0.45041322314049587,12,0.03753443526170799
data.jfreechart-master.src.main.java.org.jfree.chart.axis,ModuloAxis.java,398,187,0.46984924623115576,25,0.01879396984924623
data.jfreechart-master.src.main.java.org.jfree.chart.axis,MonthDateFormat.java,230,132,0.5739130434782609,13,0.04414715719063545
data.jfreechart-master.src.main.java.org.jfree.chart.axis,NumberAxis.java,1024,430,0.419921875,96,0.004374186197916667
data.jfreechart-master.src.main.java.org.jfree.chart.axis,NumberTick.java,84,65,0.7738095238095238,1,0.7738095238095238
data.jfreechart-master.src.main.java.org.jfree.chart.axis,NumberTickUnit.java,139,84,0.60431654676259,16,0.03776978417266187
data.jfreechart-master.src.main.java.org.jfree.chart.axis,NumberTickUnitSource.java,214,57,0.26635514018691586,32,0.00832359813084112
data.jfreechart-master.src.main.java.org.jfree.chart.axis,PeriodAxis.java,1098,429,0.3907103825136612,86,0.004543143982716991
data.jfreechart-master.src.main.java.org.jfree.chart.axis,PeriodAxisLabelInfo.java,320,162,0.50625,14,0.03616071428571428
data.jfreechart-master.src.main.java.org.jfree.chart.axis,QuarterDateFormat.java,177,96,0.5423728813559322,8,0.06779661016949153
data.jfreechart-master.src.main.java.org.jfree.chart.axis,StandardTickUnitSource.java,119,80,0.6722689075630253,2,0.33613445378151263
data.jfreechart-master.src.main.java.org.jfree.chart.axis,SubCategoryAxis.java,397,165,0.4156171284634761,36,0.011544920235096559
data.jfreechart-master.src.main.java.org.jfree.chart.axis,SymbolAxis.java,681,262,0.38472834067547723,55,0.0069950607395541315
data.jfreechart-master.src.main.java.org.jfree.chart.axis,Tick.java,157,92,0.5859872611464968,7,0.08371246587807098
data.jfreechart-master.src.main.java.org.jfree.chart.axis,TickType.java,45,40,0.8888888888888888,0,0.8888888888888888
data.jfreechart-master.src.main.java.org.jfree.chart.axis,TickUnit.java,167,103,0.6167664670658682,8,0.07709580838323353
data.jfreechart-master.src.main.java.org.jfree.chart.axis,TickUnits.java,195,123,0.6307692307692307,6,0.10512820512820513
data.jfreechart-master.src.main.java.org.jfree.chart.axis,TickUnitSource.java,74,68,0.918918918918919,0,0.918918918918919
data.jfreechart-master.src.main.java.org.jfree.chart.axis,Timeline.java,133,122,0.9172932330827067,0,0.9172932330827067
data.jfreechart-master.src.main.java.org.jfree.chart.axis,ValueAxis.java,1523,756,0.4963887065003283,117,0.004242638517096823
data.jfreechart-master.src.main.java.org.jfree.chart.axis,ValueTick.java,123,81,0.6585365853658537,5,0.13170731707317074
data.jfreechart-master.src.main.java.org.jfree.chart.block,AbstractBlock.java,585,326,0.5572649572649573,20,0.027863247863247863
data.jfreechart-master.src.main.java.org.jfree.chart.block,Arrangement.java,68,61,0.8970588235294118,0,0.8970588235294118
data.jfreechart-master.src.main.java.org.jfree.chart.block,Block.java,101,88,0.8712871287128713,0,0.8712871287128713
data.jfreechart-master.src.main.java.org.jfree.chart.block,BlockBorder.java,214,113,0.5280373831775701,12,0.044003115264797506
data.jfreechart-master.src.main.java.org.jfree.chart.block,BlockContainer.java,254,128,0.5039370078740157,14,0.03599550056242969
data.jfreechart-master.src.main.java.org.jfree.chart.block,BlockFrame.java,60,51,0.85,0,0.85
data.jfreechart-master.src.main.java.org.jfree.chart.block,BlockParams.java,125,95,0.76,1,0.76
data.jfreechart-master.src.main.java.org.jfree.chart.block,BlockResult.java,72,57,0.7916666666666666,1,0.7916666666666666
data.jfreechart-master.src.main.java.org.jfree.chart.block,BorderArrangement.java,511,130,0.25440313111545987,65,0.003913894324853229
data.jfreechart-master.src.main.java.org.jfree.chart.block,CenterArrangement.java,300,161,0.5366666666666666,25,0.021466666666666665
data.jfreechart-master.src.main.java.org.jfree.chart.block,ColorBlock.java,175,103,0.5885714285714285,6,0.09809523809523808
data.jfreechart-master.src.main.java.org.jfree.chart.block,ColumnArrangement.java,356,150,0.42134831460674155,36,0.011704119850187265
data.jfreechart-master.src.main.java.org.jfree.chart.block,EmptyBlock.java,111,78,0.7027027027027027,1,0.7027027027027027
data.jfreechart-master.src.main.java.org.jfree.chart.block,EntityBlockParams.java,54,50,0.9259259259259259,0,0.9259259259259259
data.jfreechart-master.src.main.java.org.jfree.chart.block,EntityBlockResult.java,53,48,0.9056603773584906,0,0.9056603773584906
data.jfreechart-master.src.main.java.org.jfree.chart.block,FlowArrangement.java,411,178,0.43309002433090027,41,0.01056317132514391
data.jfreechart-master.src.main.java.org.jfree.chart.block,GridArrangement.java,408,166,0.4068627450980392,38,0.010706914344685242
data.jfreechart-master.src.main.java.org.jfree.chart.block,LabelBlock.java,383,204,0.5326370757180157,17,0.031331592689295036
data.jfreechart-master.src.main.java.org.jfree.chart.block,LengthConstraintType.java,52,46,0.8846153846153846,0,0.8846153846153846
data.jfreechart-master.src.main.java.org.jfree.chart.block,LineBorder.java,214,96,0.4485981308411215,14,0.03204272363150868
data.jfreechart-master.src.main.java.org.jfree.chart.block,RectangleConstraint.java,320,171,0.534375,15,0.035625000000000004
data.jfreechart-master.src.main.java.org.jfree.chart.block,Size2D.java,149,90,0.6040268456375839,5,0.12080536912751678
data.jfreechart-master.src.main.java.org.jfree.chart,ChartColor.java,149,79,0.5302013422818792,1,0.5302013422818792
data.jfreechart-master.src.main.java.org.jfree.chart,ChartElement.java,48,44,0.9166666666666666,0,0.9166666666666666
data.jfreechart-master.src.main.java.org.jfree.chart,ChartElementVisitor.java,47,43,0.9148936170212766,0,0.9148936170212766
data.jfreechart-master.src.main.java.org.jfree.chart,ChartFactory.java,1870,877,0.46898395721925135,95,0.004936673233886856
data.jfreechart-master.src.main.java.org.jfree.chart,ChartHints.java,93,68,0.7311827956989247,4,0.1827956989247312
data.jfreechart-master.src.main.java.org.jfree.chart,ChartRenderingInfo.java,231,134,0.5800865800865801,11,0.05273514364423455
data.jfreechart-master.src.main.java.org.jfree.chart,ChartTheme.java,51,47,0.9215686274509803,0,0.9215686274509803
data.jfreechart-master.src.main.java.org.jfree.chart,ChartTransferable.java,231,130,0.5627705627705628,11,0.05116096025186934
data.jfreechart-master.src.main.java.org.jfree.chart,ChartUtils.java,630,395,0.626984126984127,18,0.034832451499118164
data.jfreechart-master.src.main.java.org.jfree.chart.date,MonthConstants.java,65,50,0.7692307692307693,0,0.7692307692307693
data.jfreechart-master.src.main.java.org.jfree.chart.date,SerialDate.java,856,501,0.5852803738317757,77,0.007601043815997087
data.jfreechart-master.src.main.java.org.jfree.chart.date,SpreadsheetDate.java,405,230,0.5679012345679012,17,0.03340595497458242
